location,year,week,total_specimens,total_A,total_B,percent_positive,percent_A,percent_B
Alabama,2014,21,61,2,0,3.28,3.28,0
Alaska,2014,21,53,13,9,41.51,24.53,16.98
Arizona,2014,21,53,1,24,47.17,1.89,45.28
Arkansas,2014,21,19,0,0,0,0,0
California,2014,21,272,6,9,5.51,2.21,3.31
Colorado,2014,21,162,4,9,8.02,2.47,5.56
Connecticut,2014,21,178,1,5,3.37,0.56,2.81
Delaware,2014,21,68,2,0,2.94,2.94,0
District of Columbia,2014,21,X,0,X,X,X,X
Florida,2014,21,467,33,51,17.99,7.07,10.92
Georgia,2014,21,237,4,7,4.64,1.69,2.95
Hawaii,2014,21,226,24,22,20.35,10.62,9.73
Idaho,2014,21,X,0,X,X,X,X
Illinois,2014,21,80,1,2,3.75,1.25,2.5
Indiana,2014,21,45,1,0,2.22,2.22,0
Iowa,2014,21,X,0,X,X,X,X
Kansas,2014,21,X,0,X,X,X,X
Kentucky,2014,21,66,0,0,0,0,0
Louisiana,2014,21,12,0,2,16.67,0,16.67
Maine,2014,21,12,0,0,0,0,0
Maryland,2014,21,23,4,1,21.74,17.39,4.35
Massachusetts,2014,21,40,0,5,12.5,0,12.5
Michigan,2014,21,X,0,X,X,X,X
Minnesota,2014,21,167,14,10,14.37,8.38,5.99
Mississippi,2014,21,16,1,0,6.25,6.25,0
Missouri,2014,21,314,2,3,1.59,0.64,0.96
Montana,2014,21,48,2,1,6.25,4.17,2.08
Nebraska,2014,21,23,1,0,4.35,4.35,0
Nevada,2014,21,14,0,5,35.71,0,35.71
New Hampshire,2014,21,18,3,1,22.22,16.67,5.56
New Jersey,2014,21,X,0,X,X,X,X
New Mexico,2014,21,25,6,1,28,24,4
New York,2014,21,557,12,8,3.59,2.15,1.44
North Carolina,2014,21,X,0,X,X,X,X
North Dakota,2014,21,17,0,0,0,0,0
Ohio,2014,21,18,0,0,0,0,0
Oklahoma,2014,21,83,0,2,2.41,0,2.41
Oregon,2014,21,12,0,0,0,0,0
Pennsylvania,2014,21,110,2,0,1.82,1.82,0
Rhode Island,2014,21,X,0,X,X,X,X
South Carolina,2014,21,29,0,1,3.45,0,3.45
South Dakota,2014,21,40,0,0,0,0,0
Tennessee,2014,21,10,0,0,0,0,0
Texas,2014,21,452,1,19,4.42,0.22,4.2
Utah,2014,21,360,9,25,9.44,2.5,6.94
Vermont,2014,21,X,0,X,X,X,X
Virginia,2014,21,54,1,1,3.7,1.85,1.85
Washington,2014,21,169,5,1,3.55,2.96,0.59
West Virginia,2014,21,141,0,0,0,0,0
Wisconsin,2014,21,26,1,2,11.54,3.85,7.69
Wyoming,2014,21,X,0,X,X,X,X
Puerto Rico,2014,21,21,9,4,61.9,42.86,19.05
Virgin Islands,2014,21,0,0,0,0,X,X
New York City,2014,21,X,0,X,X,X,X
Alabama,2014,22,52,0,1,1.92,0,1.92
Alaska,2014,22,68,22,13,51.47,32.35,19.12
Arizona,2014,22,69,1,28,42.03,1.45,40.58
Arkansas,2014,22,27,0,0,0,0,0
California,2014,22,252,6,6,4.76,2.38,2.38
Colorado,2014,22,170,1,5,3.53,0.59,2.94
Connecticut,2014,22,150,0,4,2.67,0,2.67
Delaware,2014,22,29,1,0,3.45,3.45,0
District of Columbia,2014,22,X,0,X,X,X,X
Florida,2014,22,466,29,52,17.38,6.22,11.16
Georgia,2014,22,251,13,5,7.17,5.18,1.99
Hawaii,2014,22,345,56,41,28.12,16.23,11.88
Idaho,2014,22,X,0,X,X,X,X
Illinois,2014,22,87,1,0,1.15,1.15,0
Indiana,2014,22,63,0,0,0,0,0
Iowa,2014,22,X,0,X,X,X,X
Kansas,2014,22,X,0,X,X,X,X
Kentucky,2014,22,78,0,0,0,0,0
Louisiana,2014,22,X,0,X,X,X,X
Maine,2014,22,X,0,X,X,X,X
Maryland,2014,22,25,1,1,8,4,4
Massachusetts,2014,22,28,0,0,0,0,0
Michigan,2014,22,12,0,4,33.33,0,33.33
Minnesota,2014,22,152,9,11,13.16,5.92,7.24
Mississippi,2014,22,10,3,0,30,30,0
Missouri,2014,22,282,3,2,1.77,1.06,0.71
Montana,2014,22,70,14,2,22.86,20,2.86
Nebraska,2014,22,29,1,0,3.45,3.45,0
Nevada,2014,22,20,2,6,40,10,30
New Hampshire,2014,22,14,0,0,0,0,0
New Jersey,2014,22,X,0,X,X,X,X
New Mexico,2014,22,17,2,2,23.53,11.76,11.76
New York,2014,22,512,4,5,1.76,0.78,0.98
North Carolina,2014,22,X,0,X,X,X,X
North Dakota,2014,22,X,0,X,X,X,X
Ohio,2014,22,32,1,0,3.13,3.13,0
Oklahoma,2014,22,75,0,1,1.33,0,1.33
Oregon,2014,22,10,0,0,0,0,0
Pennsylvania,2014,22,94,5,3,8.51,5.32,3.19
Rhode Island,2014,22,X,0,X,X,X,X
South Carolina,2014,22,28,0,0,0,0,0
South Dakota,2014,22,27,0,3,11.11,0,11.11
Tennessee,2014,22,19,0,1,5.26,0,5.26
Texas,2014,22,455,4,5,1.98,0.88,1.1
Utah,2014,22,313,7,13,6.39,2.24,4.15
Vermont,2014,22,X,0,X,X,X,X
Virginia,2014,22,31,0,0,0,0,0
Washington,2014,22,161,5,1,3.73,3.11,0.62
West Virginia,2014,22,156,0,2,1.28,0,1.28
Wisconsin,2014,22,20,0,1,5,0,5
Wyoming,2014,22,X,0,X,X,X,X
Puerto Rico,2014,22,11,7,2,81.82,63.64,18.18
Virgin Islands,2014,22,0,0,0,0,X,X
New York City,2014,22,X,0,X,X,X,X
Alabama,2014,23,56,0,0,0,0,0
Alaska,2014,23,70,29,8,52.86,41.43,11.43
Arizona,2014,23,54,4,12,29.63,7.41,22.22
Arkansas,2014,23,15,0,0,0,0,0
California,2014,23,226,3,5,3.54,1.33,2.21
Colorado,2014,23,125,2,3,4,1.6,2.4
Connecticut,2014,23,187,3,0,1.6,1.6,0
Delaware,2014,23,22,0,0,0,0,0
District of Columbia,2014,23,X,0,X,X,X,X
Florida,2014,23,381,27,41,17.85,7.09,10.76
Georgia,2014,23,227,3,5,3.52,1.32,2.2
Hawaii,2014,23,280,44,33,27.5,15.71,11.79
Idaho,2014,23,X,0,X,X,X,X
Illinois,2014,23,71,0,1,1.41,0,1.41
Indiana,2014,23,65,1,0,1.54,1.54,0
Iowa,2014,23,X,0,X,X,X,X
Kansas,2014,23,X,0,X,X,X,X
Kentucky,2014,23,58,0,0,0,0,0
Louisiana,2014,23,X,0,X,X,X,X
Maine,2014,23,X,0,X,X,X,X
Maryland,2014,23,14,0,0,0,0,0
Massachusetts,2014,23,35,0,0,0,0,0
Michigan,2014,23,18,1,0,5.56,5.56,0
Minnesota,2014,23,101,0,1,0.99,0,0.99
Mississippi,2014,23,12,0,0,0,0,0
Missouri,2014,23,285,0,0,0,0,0
Montana,2014,23,73,4,1,6.85,5.48,1.37
Nebraska,2014,23,21,0,0,0,0,0
Nevada,2014,23,13,0,5,38.46,0,38.46
New Hampshire,2014,23,X,0,X,X,X,X
New Jersey,2014,23,X,0,X,X,X,X
New Mexico,2014,23,12,0,0,0,0,0
New York,2014,23,446,3,1,0.9,0.67,0.22
North Carolina,2014,23,X,0,X,X,X,X
North Dakota,2014,23,11,2,1,27.27,18.18,9.09
Ohio,2014,23,14,0,0,0,0,0
Oklahoma,2014,23,68,0,0,0,0,0
Oregon,2014,23,12,0,0,0,0,0
Pennsylvania,2014,23,103,1,0,0.97,0.97,0
Rhode Island,2014,23,X,0,X,X,X,X
South Carolina,2014,23,22,0,0,0,0,0
South Dakota,2014,23,80,0,3,3.75,0,3.75
Tennessee,2014,23,22,0,0,0,0,0
Texas,2014,23,429,7,15,5.13,1.63,3.5
Utah,2014,23,309,6,14,6.47,1.94,4.53
Vermont,2014,23,X,0,X,X,X,X
Virginia,2014,23,26,1,0,3.85,3.85,0
Washington,2014,23,113,0,1,0.88,0,0.88
West Virginia,2014,23,162,0,0,0,0,0
Wisconsin,2014,23,18,0,2,11.11,0,11.11
Wyoming,2014,23,X,0,X,X,X,X
Puerto Rico,2014,23,20,9,5,70,45,25
Virgin Islands,2014,23,0,0,0,0,X,X
New York City,2014,23,X,0,X,X,X,X
Alabama,2014,24,65,0,0,0,0,0
Alaska,2014,24,48,17,3,41.67,35.42,6.25
Arizona,2014,24,40,3,4,17.5,7.5,10
Arkansas,2014,24,18,0,0,0,0,0
California,2014,24,229,3,3,2.62,1.31,1.31
Colorado,2014,24,125,0,0,0,0,0
Connecticut,2014,24,153,0,0,0,0,0
Delaware,2014,24,12,3,0,25,25,0
District of Columbia,2014,24,X,0,X,X,X,X
Florida,2014,24,402,31,41,17.91,7.71,10.2
Georgia,2014,24,194,0,7,3.61,0,3.61
Hawaii,2014,24,343,46,43,25.95,13.41,12.54
Idaho,2014,24,X,0,X,X,X,X
Illinois,2014,24,72,0,0,0,0,0
Indiana,2014,24,59,0,0,0,0,0
Iowa,2014,24,X,0,X,X,X,X
Kansas,2014,24,X,0,X,X,X,X
Kentucky,2014,24,57,0,0,0,0,0
Louisiana,2014,24,10,0,0,0,0,0
Maine,2014,24,X,0,X,X,X,X
Maryland,2014,24,17,0,0,0,0,0
Massachusetts,2014,24,17,0,1,5.88,0,5.88
Michigan,2014,24,X,0,X,X,X,X
Minnesota,2014,24,81,1,1,2.47,1.23,1.23
Mississippi,2014,24,X,0,X,X,X,X
Missouri,2014,24,267,1,0,0.37,0.37,0
Montana,2014,24,48,0,3,6.25,0,6.25
Nebraska,2014,24,24,0,0,0,0,0
Nevada,2014,24,11,1,4,45.45,9.09,36.36
New Hampshire,2014,24,X,0,X,X,X,X
New Jersey,2014,24,X,0,X,X,X,X
New Mexico,2014,24,17,0,2,11.76,0,11.76
New York,2014,24,443,1,1,0.45,0.23,0.23
North Carolina,2014,24,X,0,X,X,X,X
North Dakota,2014,24,X,0,X,X,X,X
Ohio,2014,24,19,0,0,0,0,0
Oklahoma,2014,24,61,0,2,3.28,0,3.28
Oregon,2014,24,X,0,X,X,X,X
Pennsylvania,2014,24,81,0,0,0,0,0
Rhode Island,2014,24,X,0,X,X,X,X
South Carolina,2014,24,16,0,2,12.5,0,12.5
South Dakota,2014,24,112,1,0,0.89,0.89,0
Tennessee,2014,24,24,0,0,0,0,0
Texas,2014,24,413,22,8,7.26,5.33,1.94
Utah,2014,24,251,1,6,2.79,0.4,2.39
Vermont,2014,24,X,0,X,X,X,X
Virginia,2014,24,25,0,1,4,0,4
Washington,2014,24,172,1,4,2.91,0.58,2.33
West Virginia,2014,24,125,0,0,0,0,0
Wisconsin,2014,24,17,1,0,5.88,5.88,0
Wyoming,2014,24,X,0,X,X,X,X
Puerto Rico,2014,24,26,16,4,76.92,61.54,15.38
Virgin Islands,2014,24,0,0,0,0,X,X
New York City,2014,24,X,0,X,X,X,X
Alabama,2014,25,30,0,0,0,0,0
Alaska,2014,25,70,17,7,34.29,24.29,10
Arizona,2014,25,36,0,5,13.89,0,13.89
Arkansas,2014,25,16,0,0,0,0,0
California,2014,25,262,4,3,2.67,1.53,1.15
Colorado,2014,25,122,2,0,1.64,1.64,0
Connecticut,2014,25,128,1,0,0.78,0.78,0
Delaware,2014,25,13,0,0,0,0,0
District of Columbia,2014,25,X,0,X,X,X,X
Florida,2014,25,336,25,28,15.77,7.44,8.33
Georgia,2014,25,175,2,4,3.43,1.14,2.29
Hawaii,2014,25,337,35,33,20.18,10.39,9.79
Idaho,2014,25,X,0,X,X,X,X
Illinois,2014,25,63,0,0,0,0,0
Indiana,2014,25,42,3,0,7.14,7.14,0
Iowa,2014,25,X,0,X,X,X,X
Kansas,2014,25,X,0,X,X,X,X
Kentucky,2014,25,67,0,0,0,0,0
Louisiana,2014,25,X,0,X,X,X,X
Maine,2014,25,X,0,X,X,X,X
Maryland,2014,25,11,1,0,9.09,9.09,0
Massachusetts,2014,25,24,0,0,0,0,0
Michigan,2014,25,X,0,X,X,X,X
Minnesota,2014,25,67,0,3,4.48,0,4.48
Mississippi,2014,25,12,0,0,0,0,0
Missouri,2014,25,231,0,0,0,0,0
Montana,2014,25,46,1,0,2.17,2.17,0
Nebraska,2014,25,20,1,0,5,5,0
Nevada,2014,25,16,2,4,37.5,12.5,25
New Hampshire,2014,25,X,0,X,X,X,X
New Jersey,2014,25,X,0,X,X,X,X
New Mexico,2014,25,11,0,1,9.09,0,9.09
New York,2014,25,364,1,0,0.27,0.27,0
North Carolina,2014,25,X,0,X,X,X,X
North Dakota,2014,25,X,0,X,X,X,X
Ohio,2014,25,16,0,1,6.25,0,6.25
Oklahoma,2014,25,67,0,0,0,0,0
Oregon,2014,25,18,0,0,0,0,0
Pennsylvania,2014,25,127,0,0,0,0,0
Rhode Island,2014,25,X,0,X,X,X,X
South Carolina,2014,25,15,0,0,0,0,0
South Dakota,2014,25,95,0,0,0,0,0
Tennessee,2014,25,22,0,0,0,0,0
Texas,2014,25,381,4,2,1.57,1.05,0.52
Utah,2014,25,237,4,8,5.06,1.69,3.38
Vermont,2014,25,X,0,X,X,X,X
Virginia,2014,25,21,0,0,0,0,0
Washington,2014,25,160,3,4,4.38,1.88,2.5
West Virginia,2014,25,139,0,0,0,0,0
Wisconsin,2014,25,14,0,0,0,0,0
Wyoming,2014,25,X,0,X,X,X,X
Puerto Rico,2014,25,19,9,7,84.21,47.37,36.84
Virgin Islands,2014,25,0,0,0,0,X,X
New York City,2014,25,X,0,X,X,X,X
Alabama,2014,26,48,0,0,0,0,0
Alaska,2014,26,67,11,6,25.37,16.42,8.96
Arizona,2014,26,47,1,6,14.89,2.13,12.77
Arkansas,2014,26,19,0,0,0,0,0
California,2014,26,219,2,3,2.28,0.91,1.37
Colorado,2014,26,108,1,0,0.93,0.93,0
Connecticut,2014,26,113,0,3,2.65,0,2.65
Delaware,2014,26,X,0,X,X,X,X
District of Columbia,2014,26,X,0,X,X,X,X
Florida,2014,26,270,20,28,17.78,7.41,10.37
Georgia,2014,26,130,0,0,0,0,0
Hawaii,2014,26,273,20,31,18.68,7.33,11.36
Idaho,2014,26,X,0,X,X,X,X
Illinois,2014,26,69,1,1,2.9,1.45,1.45
Indiana,2014,26,49,0,0,0,0,0
Iowa,2014,26,X,0,X,X,X,X
Kansas,2014,26,X,0,X,X,X,X
Kentucky,2014,26,61,1,0,1.64,1.64,0
Louisiana,2014,26,X,0,X,X,X,X
Maine,2014,26,X,0,X,X,X,X
Maryland,2014,26,15,0,0,0,0,0
Massachusetts,2014,26,16,0,0,0,0,0
Michigan,2014,26,X,0,X,X,X,X
Minnesota,2014,26,63,0,0,0,0,0
Mississippi,2014,26,11,1,0,9.09,9.09,0
Missouri,2014,26,235,0,0,0,0,0
Montana,2014,26,12,0,0,0,0,0
Nebraska,2014,26,35,0,0,0,0,0
Nevada,2014,26,X,0,X,X,X,X
New Hampshire,2014,26,X,0,X,X,X,X
New Jersey,2014,26,X,0,X,X,X,X
New Mexico,2014,26,10,0,0,0,0,0
New York,2014,26,378,1,0,0.26,0.26,0
North Carolina,2014,26,X,0,X,X,X,X
North Dakota,2014,26,X,0,X,X,X,X
Ohio,2014,26,18,0,0,0,0,0
Oklahoma,2014,26,73,0,1,1.37,0,1.37
Oregon,2014,26,13,0,0,0,0,0
Pennsylvania,2014,26,90,0,0,0,0,0
Rhode Island,2014,26,X,0,X,X,X,X
South Carolina,2014,26,15,0,0,0,0,0
South Dakota,2014,26,73,1,3,5.48,1.37,4.11
Tennessee,2014,26,X,0,X,X,X,X
Texas,2014,26,314,0,1,0.32,0,0.32
Utah,2014,26,231,0,9,3.9,0,3.9
Vermont,2014,26,X,0,X,X,X,X
Virginia,2014,26,22,0,0,0,0,0
Washington,2014,26,120,2,1,2.5,1.67,0.83
West Virginia,2014,26,122,0,0,0,0,0
Wisconsin,2014,26,15,0,0,0,0,0
Wyoming,2014,26,X,0,X,X,X,X
Puerto Rico,2014,26,19,9,4,68.42,47.37,21.05
Virgin Islands,2014,26,0,0,0,0,X,X
New York City,2014,26,X,0,X,X,X,X
Alabama,2014,27,43,0,0,0,0,0
Alaska,2014,27,40,5,4,22.5,12.5,10
Arizona,2014,27,29,1,0,3.45,3.45,0
Arkansas,2014,27,16,0,0,0,0,0
California,2014,27,196,1,2,1.53,0.51,1.02
Colorado,2014,27,101,0,0,0,0,0
Connecticut,2014,27,110,0,0,0,0,0
Delaware,2014,27,X,0,X,X,X,X
District of Columbia,2014,27,X,0,X,X,X,X
Florida,2014,27,314,23,38,19.43,7.32,12.1
Georgia,2014,27,142,0,3,2.11,0,2.11
Hawaii,2014,27,274,26,21,17.15,9.49,7.66
Idaho,2014,27,X,0,X,X,X,X
Illinois,2014,27,58,0,0,0,0,0
Indiana,2014,27,35,0,0,0,0,0
Iowa,2014,27,X,0,X,X,X,X
Kansas,2014,27,X,0,X,X,X,X
Kentucky,2014,27,46,0,0,0,0,0
Louisiana,2014,27,X,0,X,X,X,X
Maine,2014,27,X,0,X,X,X,X
Maryland,2014,27,15,1,0,6.67,6.67,0
Massachusetts,2014,27,14,0,0,0,0,0
Michigan,2014,27,X,0,X,X,X,X
Minnesota,2014,27,52,0,0,0,0,0
Mississippi,2014,27,X,0,X,X,X,X
Missouri,2014,27,193,0,0,0,0,0
Montana,2014,27,32,0,1,3.13,0,3.13
Nebraska,2014,27,45,0,0,0,0,0
Nevada,2014,27,X,0,X,X,X,X
New Hampshire,2014,27,X,0,X,X,X,X
New Jersey,2014,27,X,0,X,X,X,X
New Mexico,2014,27,X,0,X,X,X,X
New York,2014,27,387,1,0,0.26,0.26,0
North Carolina,2014,27,X,0,X,X,X,X
North Dakota,2014,27,X,0,X,X,X,X
Ohio,2014,27,X,0,X,X,X,X
Oklahoma,2014,27,42,0,1,2.38,0,2.38
Oregon,2014,27,X,0,X,X,X,X
Pennsylvania,2014,27,63,0,1,1.59,0,1.59
Rhode Island,2014,27,X,0,X,X,X,X
South Carolina,2014,27,14,0,0,0,0,0
South Dakota,2014,27,66,0,0,0,0,0
Tennessee,2014,27,14,0,0,0,0,0
Texas,2014,27,292,0,0,0,0,0
Utah,2014,27,173,2,4,3.47,1.16,2.31
Vermont,2014,27,X,0,X,X,X,X
Virginia,2014,27,10,0,0,0,0,0
Washington,2014,27,136,2,3,3.68,1.47,2.21
West Virginia,2014,27,110,0,0,0,0,0
Wisconsin,2014,27,X,0,X,X,X,X
Wyoming,2014,27,X,0,X,X,X,X
Puerto Rico,2014,27,18,8,4,66.67,44.44,22.22
Virgin Islands,2014,27,0,0,0,0,X,X
New York City,2014,27,X,0,X,X,X,X
Alabama,2014,28,44,0,0,0,0,0
Alaska,2014,28,35,9,4,37.14,25.71,11.43
Arizona,2014,28,29,0,1,3.45,0,3.45
Arkansas,2014,28,14,0,0,0,0,0
California,2014,28,200,3,1,2,1.5,0.5
Colorado,2014,28,94,0,0,0,0,0
Connecticut,2014,28,105,0,0,0,0,0
Delaware,2014,28,X,0,X,X,X,X
District of Columbia,2014,28,X,0,X,X,X,X
Florida,2014,28,287,21,25,16.03,7.32,8.71
Georgia,2014,28,124,0,1,0.81,0,0.81
Hawaii,2014,28,203,24,21,22.17,11.82,10.34
Idaho,2014,28,X,0,X,X,X,X
Illinois,2014,28,63,0,0,0,0,0
Indiana,2014,28,27,0,0,0,0,0
Iowa,2014,28,X,0,X,X,X,X
Kansas,2014,28,X,0,X,X,X,X
Kentucky,2014,28,56,0,0,0,0,0
Louisiana,2014,28,X,0,X,X,X,X
Maine,2014,28,X,0,X,X,X,X
Maryland,2014,28,X,0,X,X,X,X
Massachusetts,2014,28,21,0,0,0,0,0
Michigan,2014,28,X,0,X,X,X,X
Minnesota,2014,28,64,3,0,4.69,4.69,0
Mississippi,2014,28,X,0,X,X,X,X
Missouri,2014,28,233,2,0,0.86,0.86,0
Montana,2014,28,23,1,0,4.35,4.35,0
Nebraska,2014,28,17,0,0,0,0,0
Nevada,2014,28,X,0,X,X,X,X
New Hampshire,2014,28,X,0,X,X,X,X
New Jersey,2014,28,X,0,X,X,X,X
New Mexico,2014,28,12,0,0,0,0,0
New York,2014,28,368,3,0,0.82,0.82,0
North Carolina,2014,28,X,0,X,X,X,X
North Dakota,2014,28,X,0,X,X,X,X
Ohio,2014,28,X,0,X,X,X,X
Oklahoma,2014,28,49,0,0,0,0,0
Oregon,2014,28,X,0,X,X,X,X
Pennsylvania,2014,28,66,0,0,0,0,0
Rhode Island,2014,28,X,0,X,X,X,X
South Carolina,2014,28,14,0,0,0,0,0
South Dakota,2014,28,70,0,1,1.43,0,1.43
Tennessee,2014,28,14,0,0,0,0,0
Texas,2014,28,310,0,2,0.65,0,0.65
Utah,2014,28,194,0,0,0,0,0
Vermont,2014,28,X,0,X,X,X,X
Virginia,2014,28,29,0,0,0,0,0
Washington,2014,28,116,2,2,3.45,1.72,1.72
West Virginia,2014,28,88,0,1,1.14,0,1.14
Wisconsin,2014,28,X,0,X,X,X,X
Wyoming,2014,28,X,0,X,X,X,X
Puerto Rico,2014,28,28,16,6,78.57,57.14,21.43
Virgin Islands,2014,28,0,0,0,0,X,X
New York City,2014,28,X,0,X,X,X,X
Alabama,2014,29,48,0,0,0,0,0
Alaska,2014,29,36,9,0,25,25,0
Arizona,2014,29,21,0,0,0,0,0
Arkansas,2014,29,30,0,0,0,0,0
California,2014,29,192,0,3,1.56,0,1.56
Colorado,2014,29,107,0,0,0,0,0
Connecticut,2014,29,92,0,0,0,0,0
Delaware,2014,29,X,0,X,X,X,X
District of Columbia,2014,29,X,0,X,X,X,X
Florida,2014,29,310,18,17,11.29,5.81,5.48
Georgia,2014,29,128,0,2,1.56,0,1.56
Hawaii,2014,29,235,17,23,17.02,7.23,9.79
Idaho,2014,29,X,0,X,X,X,X
Illinois,2014,29,61,0,0,0,0,0
Indiana,2014,29,24,0,0,0,0,0
Iowa,2014,29,X,0,X,X,X,X
Kansas,2014,29,X,0,X,X,X,X
Kentucky,2014,29,51,0,0,0,0,0
Louisiana,2014,29,X,0,X,X,X,X
Maine,2014,29,X,0,X,X,X,X
Maryland,2014,29,14,0,0,0,0,0
Massachusetts,2014,29,21,0,0,0,0,0
Michigan,2014,29,X,0,X,X,X,X
Minnesota,2014,29,50,0,0,0,0,0
Mississippi,2014,29,X,0,X,X,X,X
Missouri,2014,29,213,0,1,0.47,0,0.47
Montana,2014,29,39,1,0,2.56,2.56,0
Nebraska,2014,29,24,0,0,0,0,0
Nevada,2014,29,X,0,X,X,X,X
New Hampshire,2014,29,X,0,X,X,X,X
New Jersey,2014,29,X,0,X,X,X,X
New Mexico,2014,29,X,0,X,X,X,X
New York,2014,29,340,2,0,0.59,0.59,0
North Carolina,2014,29,X,0,X,X,X,X
North Dakota,2014,29,X,0,X,X,X,X
Ohio,2014,29,13,0,0,0,0,0
Oklahoma,2014,29,53,0,0,0,0,0
Oregon,2014,29,X,0,X,X,X,X
Pennsylvania,2014,29,69,0,0,0,0,0
Rhode Island,2014,29,X,0,X,X,X,X
South Carolina,2014,29,14,0,0,0,0,0
South Dakota,2014,29,83,0,0,0,0,0
Tennessee,2014,29,13,0,0,0,0,0
Texas,2014,29,341,0,2,0.59,0,0.59
Utah,2014,29,213,0,1,0.47,0,0.47
Vermont,2014,29,X,0,X,X,X,X
Virginia,2014,29,26,0,0,0,0,0
Washington,2014,29,105,1,0,0.95,0.95,0
West Virginia,2014,29,111,0,0,0,0,0
Wisconsin,2014,29,23,2,0,8.7,8.7,0
Wyoming,2014,29,X,0,X,X,X,X
Puerto Rico,2014,29,27,8,12,74.07,29.63,44.44
Virgin Islands,2014,29,0,0,0,0,X,X
New York City,2014,29,X,0,X,X,X,X
Alabama,2014,30,35,0,0,0,0,0
Alaska,2014,30,25,3,4,28,12,16
Arizona,2014,30,20,0,0,0,0,0
Arkansas,2014,30,X,0,X,X,X,X
California,2014,30,227,1,6,3.08,0.44,2.64
Colorado,2014,30,103,0,0,0,0,0
Connecticut,2014,30,95,0,0,0,0,0
Delaware,2014,30,X,0,X,X,X,X
District of Columbia,2014,30,X,0,X,X,X,X
Florida,2014,30,333,18,17,10.51,5.41,5.11
Georgia,2014,30,121,1,1,1.65,0.83,0.83
Hawaii,2014,30,263,30,12,15.97,11.41,4.56
Idaho,2014,30,X,0,X,X,X,X
Illinois,2014,30,48,1,0,2.08,2.08,0
Indiana,2014,30,39,0,0,0,0,0
Iowa,2014,30,X,0,X,X,X,X
Kansas,2014,30,X,0,X,X,X,X
Kentucky,2014,30,67,0,0,0,0,0
Louisiana,2014,30,X,0,X,X,X,X
Maine,2014,30,X,0,X,X,X,X
Maryland,2014,30,12,0,0,0,0,0
Massachusetts,2014,30,19,0,0,0,0,0
Michigan,2014,30,X,0,X,X,X,X
Minnesota,2014,30,51,0,0,0,0,0
Mississippi,2014,30,X,0,X,X,X,X
Missouri,2014,30,236,0,1,0.42,0,0.42
Montana,2014,30,37,1,0,2.7,2.7,0
Nebraska,2014,30,19,0,0,0,0,0
Nevada,2014,30,X,0,X,X,X,X
New Hampshire,2014,30,X,0,X,X,X,X
New Jersey,2014,30,X,0,X,X,X,X
New Mexico,2014,30,X,0,X,X,X,X
New York,2014,30,357,0,0,0,0,0
North Carolina,2014,30,X,0,X,X,X,X
North Dakota,2014,30,X,0,X,X,X,X
Ohio,2014,30,12,0,0,0,0,0
Oklahoma,2014,30,62,0,1,1.61,0,1.61
Oregon,2014,30,X,0,X,X,X,X
Pennsylvania,2014,30,77,0,0,0,0,0
Rhode Island,2014,30,X,0,X,X,X,X
South Carolina,2014,30,X,0,X,X,X,X
South Dakota,2014,30,60,0,0,0,0,0
Tennessee,2014,30,X,0,X,X,X,X
Texas,2014,30,272,1,0,0.37,0.37,0
Utah,2014,30,173,0,0,0,0,0
Vermont,2014,30,X,0,X,X,X,X
Virginia,2014,30,24,0,0,0,0,0
Washington,2014,30,133,0,1,0.75,0,0.75
West Virginia,2014,30,90,0,0,0,0,0
Wisconsin,2014,30,10,0,0,0,0,0
Wyoming,2014,30,X,0,X,X,X,X
Puerto Rico,2014,30,31,9,7,51.61,29.03,22.58
Virgin Islands,2014,30,0,0,0,0,X,X
New York City,2014,30,X,0,X,X,X,X
Alabama,2014,31,45,0,0,0,0,0
Alaska,2014,31,43,8,3,25.58,18.6,6.98
Arizona,2014,31,25,1,0,4,4,0
Arkansas,2014,31,11,0,0,0,0,0
California,2014,31,192,0,1,0.52,0,0.52
Colorado,2014,31,80,0,0,0,0,0
Connecticut,2014,31,70,0,0,0,0,0
Delaware,2014,31,X,0,X,X,X,X
District of Columbia,2014,31,X,0,X,X,X,X
Florida,2014,31,302,14,3,5.63,4.64,0.99
Georgia,2014,31,136,0,1,0.74,0,0.74
Hawaii,2014,31,191,40,12,27.23,20.94,6.28
Idaho,2014,31,X,0,X,X,X,X
Illinois,2014,31,49,0,0,0,0,0
Indiana,2014,31,41,0,0,0,0,0
Iowa,2014,31,X,0,X,X,X,X
Kansas,2014,31,X,0,X,X,X,X
Kentucky,2014,31,41,0,0,0,0,0
Louisiana,2014,31,X,0,X,X,X,X
Maine,2014,31,X,0,X,X,X,X
Maryland,2014,31,X,0,X,X,X,X
Massachusetts,2014,31,15,0,0,0,0,0
Michigan,2014,31,X,0,X,X,X,X
Minnesota,2014,31,57,1,0,1.75,1.75,0
Mississippi,2014,31,X,0,X,X,X,X
Missouri,2014,31,243,0,0,0,0,0
Montana,2014,31,28,1,0,3.57,3.57,0
Nebraska,2014,31,20,0,0,0,0,0
Nevada,2014,31,X,0,X,X,X,X
New Hampshire,2014,31,X,0,X,X,X,X
New Jersey,2014,31,X,0,X,X,X,X
New Mexico,2014,31,X,0,X,X,X,X
New York,2014,31,322,2,0,0.62,0.62,0
North Carolina,2014,31,X,0,X,X,X,X
North Dakota,2014,31,X,0,X,X,X,X
Ohio,2014,31,X,0,X,X,X,X
